|h2e2
g3g4,h7g7,b2e2,g9e7,b0c2,g6g5,a0b0,g5g4,h0i2,a9a8,f0e1|a8f8
c3c4,c9e7,h2e2|h9g7
c3c4,c9e7,h2e2,h9g7|h0g2
c3c4,c9e7,h2e2,h9g7,h0g2|i9h9
c3c4,c9e7,h2e2,h9g7,h0g2,g6g5|i0h0
c3c4,c9e7,h2e2,h9g7,h0g2,g6g5,i0h0|i9h9
c3c4,c9e7,h2e2,h9g7,h0g2,g6g5,i0h0,i9h9|h0h6
c3c4,c9e7,h2e2,h9g7,h0g2,g6g5,i0h0,i9h9,h0h6|b9c7
c3c4,c9e7,h2e2,h9g7,h0g2,g6g5,i0h0,i9h9,h0h6,h7i7|h6g6
c3c4,c9e7,h2e2,h9g7,h0g2,g6g5,i0h0,i9h9,h0h6,h7i7,h6g6|b9d8
h2e2,h7e7,h0g2,h9g7,i0h0|i9i8
h2e2,h7e7,h0g2,h9g7,i0h0,g6g5|b0c2
h2e2,h7e7,h0g2,h9g7,i0h0,g6g5,b0a2|b9c7
h2e2,h7e7,h0g2,h9g7,i0h0,g6g5,b0a2,b9c7|b2c2
h2e2,h7e7,h0g2,h9g7,i0h0,g6g5,b0a2,b9c7,h0h4|i9h9
h2e2,h7e7,h0g2,h9g7,i0h0,g6g5,b0a2,b9c7,h0h4,i9h9|h4c4
h2e2,h7e7,h0g2,h9g7,i0h0,g6g5,b0a2,b9c7,h0h4,i9h9,h4c4|c9a7
g0e2,h7d7,h0g2,h9g7|i0h0
g0e2,h7d7,h0g2,h9g7,i0h0|i9h9
g0e2,h7d7,h0g2,h9g7,i0h0,g6g5|c3c4
g0e2,h7d7,h0g2,h9g7,i0h0,g6g5,c3c4|i9i8
g0e2,h7d7,h0g2,h9g7,i0h0,g6g5,c3c4,i9h9|b0c2
g0e2,h7d7,h0g2,h9g7,i0h0,g6g5,c3c4,i9h9,b0c2|c9e7
g0e2,h7d7,h0g2,h9g7,i0h0,g6g5,c3c4,i9h9,b0c2,c9e7|a0a1
g0e2,h7d7,h0g2,h9g7,i0h0,g6g5,c3c4,i9h9,b0c2,c9e7,h2h6|b9d8
h2e2,b9c7,h0g2,g6g5|i0h0
h2e2,b9c7,h0g2,g6g5,i0h0|h7f7
h2e2,b9c7,h0g2,g6g5,i0h0,i9i7|b2d2
h2e2,b9c7,h0g2,g6g5,i0h0,i9i7,b2b4|i6i5
h2e2,b9c7,h0g2,g6g5,i0h0,i9i7,b2b4,i6i5|e3e4
h2e2,b9c7,h0g2,g6g5,i0h0,i9i7,b2b4,i6i5,e3e4|b7b8
h2e2,b9c7,h0g2,g6g5,i0h0,i9i7,b2b4,i6i5,e3e4,b7b8|b4c4
h2e2,b9c7,h0g2,g6g5,i0h0,i9i7,b2b4,i6i5,e3e4,b7b8,b4c4|h9g7
c3c4,b7c7,h2e2,h7e7,h0g2,h9g7,i0h0,b9a7,b0c2|a9b9
c3c4,b7c7,h2e2,h7e7,h0g2,h9g7,i0h0,b9a7,b0c2,a9b9|a0b0
c3c4,b7c7,h2e2,h7e7,h0g2,h9g7,i0h0,b9a7,b0c2,a9b9,a0b0|b9b5
h0g2|g6g5
h0g2,c6c5|g3g4
h2e2,h9g7,h0g2,i9h9,g3g4,c6c5|i0h0
h2e2,h9g7,h0g2,i9h9,g3g4,c6c5,i0h0|b9c7
h2e2,h9g7,h0g2,i9h9,g3g4,c6c5,i0h0,b9c7|b0a2
h2e2,h9g7,h0g2,i9h9,g3g4,c6c5,i0h0,b9c7,b0a2|a6a5
h2e2,h9g7,h0g2,i9h9,g3g4,c6c5,i0h0,b9c7,b0a2,a6a5|b2c2
h2e2,h9g7,h0g2,i9h9,g3g4,c6c5,i0h0,b9c7,b0a2,a6a5,b2c2|c7b5
g0e2,b7e7|b0c2
g0e2,b7e7,h0g2|b9c7
g0e2,b7e7,h0g2,g6g5|c3c4
g0e2,b7e7,h0g2,g6g5,c3c4|b9c7
g0e2,b7e7,h0g2,g6g5,c3c4,b9c7|b0c2
g0e2,b7e7,h0g2,g6g5,c3c4,b9c7,b0c2|a9b9
g0e2,b7e7,h0g2,g6g5,c3c4,b9c7,b0c2,a9b9|a0b0
g0e2,b7e7,h0g2,g6g5,c3c4,b9c7,b0c2,a9b9,a0b0|b9b5
g0e2,b7e7,h0g2,g6g5,c3c4,b9c7,b0c2,a9b9,a0b0,b9b5|b2a2
g0e2,b7e7,h0g2,g6g5,c3c4,b9c7,b0c2,a9b9,a0b0,b9b5,b2a2|b5b0
c3c4,c9e7,b0c2|g6g5
c3c4,c9e7,b0c2,g6g5|b2a2
c3c4,c9e7,b0c2,g6g5,g0e2|h9g7
c3c4,c9e7,b0c2,g6g5,g0e2,h9g7|h0f1
c3c4,c9e7,b0c2,g6g5,g0e2,h9g7,a0a1|b9d8
c3c4,c9e7,b0c2,g6g5,g0e2,h9g7,a0a1,b9d8|h0f1
c3c4,c9e7,b0c2,g6g5,g0e2,h9g7,a0a1,b9d8,h0f1|a9c9
c3c4,c9e7,b0c2,g6g5,g0e2,h9g7,a0a1,b9d8,h0f1,a9c9|i0g0
c3c4,c9e7,b0c2,g6g5,g0e2,h9g7,a0a1,b9d8,h0f1,a9c9,i0g0|c6c5
c3c4,g6g5,b0c2,h9g7,a0a1,g9e7,h2e2|b9c7
c3c4,g6g5,b0c2,h9g7,a0a1,g9e7,h2e2,b9c7|h0g2
c3c4,g6g5,b0c2,h9g7,a0a1,g9e7,h2e2,b9c7,h0g2|i9h9
c3c4,g6g5,b0c2,h9g7,a0a1,g9e7,h2e2,b9c7,h0g2,i9h9|i0h0
c3c4,g6g5,b0c2,h9g7,a0a1,g9e7,h2e2,b9c7,h0g2,i9h9,i0h0|b7b3
g0e2,g6g5,b0a2,a6a5,a0a1,b9a7|g3g4
g0e2,g6g5,b0a2,a6a5,a0a1,b9a7,g3g4|g5g4
g0e2,g6g5,b0a2,a6a5,a0a1,b9a7,g3g4,g5g4|a1g1
g0e2,g6g5,b0a2,a6a5,a0a1,b9a7,g3g4,g5g4,a1g1|g9e7
g0e2,g6g5,b0a2,a6a5,a0a1,b9a7,g3g4,g5g4,a1g1,g9e7|g1g4
g0e2,g6g5,b0a2,a6a5,a0a1,b9a7,g3g4,g5g4,a1g1,g9e7,g1g4|a7b5
g0e2,b7f7|c3c4
g0e2,b7f7,a0a1|b9c7
g0e2,b7f7,a0a1,b9c7|a1f1
g0e2,b7f7,a0a1,b9c7,a1f1|d9e8
g0e2,b7f7,a0a1,b9c7,a1f1,d9e8|b0a2
g0e2,b7f7,a0a1,b9c7,a1f1,d9e8,b0a2|c9e7
g0e2,b7f7,a0a1,b9c7,a1f1,d9e8,b0a2,h9i7|i3i4
g0e2,b7f7,a0a1,b9c7,a1f1,d9e8,b0a2,h9i7,i3i4|h7g7
g0e2,b7f7,a0a1,b9c7,a1f1,d9e8,b0a2,h9i7,i3i4,h7g7|h0i2
g0e2,b7f7,a0a1,b9c7,a1f1,d9e8,b0a2,h9i7,i3i4,h7g7,h0i2|i9h9
h2e2,h7e7,h0g2,h9g7,i0h0,g6g5,b0c2|b9c7
h2e2,h7e7,h0g2,h9g7,i0h0,g6g5,b0c2,b9c7|c3c4
h2e2,h7e7,h0g2,h9g7,i0h0,g6g5,b0c2,b9c7,c3c4|b7b3
h2e2,h7e7,h0g2,h9g7,i0h0,g6g5,b0c2,b9c7,c3c4,b7b3|c2b4
h2e2,h7e7,h0g2,h9g7,i0h0,g6g5,b0c2,b9c7,c3c4,b7b3,c2b4|i9i8
h2e2,h9g7,h0g2,c6c5|i0h0
h2e2,h9g7,h0g2,c6c5,i0i1|i9h9
h2e2,h9g7,h0g2,c6c5,i0i1,i9h9|b0c2
h2e2,h9g7,h0g2,c6c5,i0i1,i9h9,b0c2|b9c7
h2e2,h9g7,h0g2,i9h9,b0c2,c6c5|b2a2
h2e2,h9g7,h0g2,i9h9,b0c2,c6c5,b2a2|b9c7
h2e2,h9g7,h0g2,i9h9,b0c2,c6c5,b2a2,b9c7|a0b0
h2e2,h9g7,h0g2,i9h9,b0c2,c6c5,b2a2,b9c7,a0b0|a9b9
h2e2,h9g7,h0g2,i9h9,b0c2,c6c5,b2a2,b9c7,a0b0,c7d5|i0h0
h2e2,h9g7,h0g2,i9h9,b0c2,c6c5,b2a2,b9c7,a0b0,c7d5,i0h0|b7c7
h2e2,b9c7,h0g2,h7f7,i0i1|h9g7
h2e2,b9c7,h0g2,h7f7,i0i1,h9g7|i1f1
h2e2,b9c7,h0g2,h7f7,i0i1,h9g7,i1f1|i9h9
h2e2,b9c7,h0g2,h7f7,i0i1,h9g7,i1f1,i9h9|b0c2
h2e2,b9c7,h0g2,h7f7,i0i1,h9g7,i1f1,i9h9,b0c2|d9e8
h2e2,b9c7,h0g2,h7f7,i0i1,h9g7,i1f1,i9h9,b0c2,d9e8|e3e4
h2e2,b9c7,h0g2,h7f7,i0i1,h9g7,i1f1,i9h9,b0c2,d9e8,e3e4|f7e7
h2e2,b9c7,h0g2,h9g7|i0h0
h2e2,b9c7,h0g2,h9g7,c3c4|g6g5
h2e2,b9c7,h0g2,h9g7,c3c4,g6g5|b0c2
h2e2,b9c7,h0g2,h9g7,c3c4,g6g5,b0c2|i9h9
h2e2,b9c7,h0g2,h9g7,c3c4,g6g5,b0c2,i9h9|b2b4
h2e2,b9c7,h0g2,h9g7,c3c4,g6g5,b0c2,i9h9,b2b4|g7h5
h2e2,b9c7,h0g2,h9g7,c3c4,g6g5,b0c2,i9h9,b2b4,g7h5|c2d4
h2e2,b9c7,h0g2,h9g7,c3c4,g6g5,b0c2,i9h9,b2b4,g7h5,c2d4|c9e7
g0e2,b7d7,b0c2|c6c5
g0e2,b7d7,b0c2,b9a7|a0b0
g0e2,b7d7,b0c2,b9a7,a0b0|a9b9
g0e2,b7d7,b0c2,b9a7,a0b0,a9b9|g3g4
g0e2,b7d7,b0c2,b9a7,a0b0,a9b9,g3g4|b9b5
h2e2,h7e7,h0g2,h9g7,b0c2|i9h9
h2e2,h7e7,h0g2,h9g7,b0c2,i9i8|i0h0
h2e2,h7e7,h0g2,h9g7,b0c2,i9i8,i0h0|i8d8
h2e2,h7e7,h0g2,h9g7,b0c2,i9i8,i0h0,i8d8|h0h4
h2e2,h7e7,h0g2,h9g7,i0h0,b9c7|b0c2
h2e2,h7e7,h0g2,h9g7,i0h0,b9c7,c3c4|b7a7
h2e2,h7e7,h0g2,h9g7,i0h0,b9c7,c3c4,b7a7|b0c2
h2e2,h7e7,h0g2,h9g7,i0h0,b9c7,c3c4,b7a7,b0c2|a9b9
h2e2,h7e7,h0g2,h9g7,i0h0,b9c7,c3c4,b7a7,b0c2,a9b9|a0b0
h2e2,h7e7,h0g2,h9g7,i0h0,b9c7,c3c4,b7a7,b0c2,a9b9,a0b0|b9b5
c3c4,b7c7,h2e2,g9e7,b0a2,a9a8|a0b0
c3c4,b7c7,h2e2,g9e7,b0a2,a9a8,h0g2|a8d8
c3c4,b7c7,h2e2,g9e7,b0a2,a9a8,h0g2,a8d8|i0h0
c3c4,b7c7,h2e2,g9e7,b0a2,a9a8,h0g2,a8d8,i0h0|f9e8
c3c4,b7c7,h2e2,g9e7,b0a2,a9a8,h0g2,a8d8,i0h0,f9e8|a0b0
c3c4,b7c7,h2e2,g9e7,b0a2,a9a8,h0g2,a8d8,i0h0,f9e8,a0b0|b9a7
h2e2,h9g7,h0g2,g6g5,i0h0|i9h9
h2e2,h9g7,h0g2,g6g5,i0h0,h7h5|b0c2
h2e2,h9g7,h0g2,g6g5,i0h0,h7h5,c3c4|b9c7
h2e2,h9g7,h0g2,g6g5,i0h0,h7h5,c3c4,g9e7|b0c2
h2e2,h9g7,h0g2,g6g5,i0h0,h7h5,c3c4,g9e7,b0c2|b9c7
h2e2,h9g7,h0g2,g6g5,i0h0,h7h5,c3c4,g9e7,b0c2,b9c7|c2d4
h2e2,h9g7,h0g2,g6g5,i0h0,h7h5,c3c4,g9e7,b0c2,b9c7,c2d4|b7b8
h2e2,h7e7,h0g2,h9g7,i0h0,i9i8|b0c2
h2e2,h7e7,h0g2,h9g7,i0h0,i9i8,b2d2|b9c7
h2e2,h7e7,h0g2,h9g7,i0h0,i9i8,b2d2,b9c7|b0c2
h2e2,h7e7,h0g2,h9g7,i0h0,i9i8,b2d2,b9c7,b0c2|a9b9
h2e2,h7e7,h0g2,h9g7,i0h0,i9i8,b2d2,b9c7,b0c2,a9b9|a0b0
h2e2,h7e7,h0g2,h9g7,i0h0,i9i8,b2d2,b9c7,b0c2,a9b9,a0b0|b7b3
h2e2,b9c7,h0g2,g6g5,i0h0,h7f7|h0h8
h2e2,b9c7,h0g2,g6g5,i0h0,h7f7,b0a2|h9g7
h2e2,b9c7,h0g2,g6g5,i0h0,h7f7,b0a2,h9g7|b2d2
h2e2,b9c7,h0g2,g6g5,i0h0,h7f7,b0a2,h9g7,b2d2|g7f5
h2e2,b9c7,h0g2,g6g5,i0h0,h7f7,b0a2,h9g7,b2d2,g7f5|a0b0
h2e2,h9g7,h0g2,c6c5,i0h0|i9h9
h2e2,h9g7,h0g2,c6c5,i0h0,i9h9|g3g4
h2e2,h9g7,h0g2,c6c5,i0h0,i9h9,h0h4|b9c7
h2e2,h9g7,h0g2,c6c5,i0h0,i9h9,h0h4,b9c7|c3c4
h2e2,h9g7,h0g2,c6c5,i0h0,i9h9,h0h4,b9c7,b0a2|c9e7
h2e2,h9g7,h0g2,c6c5,i0h0,i9h9,h0h4,b9c7,b0a2,g6g5|b2d2
h2e2,h9g7,h0g2,c6c5,i0h0,i9h9,h0h4,b9c7,b0a2,g6g5,b2c2|c7b5
g0e2,b7d7,b0c2,c6c5|a0b0
g0e2,b7d7,b0c2,c6c5,a0b0|b9c7
g0e2,b7d7,b0c2,c6c5,a0b0,b9c7|g3g4
g0e2,b7d7,b0c2,c6c5,a0b0,b9c7,b2a2|h9g7
g0e2,b7d7,b0c2,c6c5,a0b0,b9c7,b2a2,h9g7|g3g4
g0e2,b7d7,b0c2,c6c5,a0b0,b9c7,b2a2,h9g7,g3g4|h7i7
g0e2,b7d7,b0c2,c6c5,a0b0,b9c7,b2a2,h9g7,g3g4,h7i7|h0g2
g0e2,b7d7,b0c2,c6c5,a0b0,b9c7,b2a2,h9g7,g3g4,h7i7,h0g2|i9h9
c3c4,b7c7,b2e2,g9e7|b0c2
c3c4,b7c7,b2e2,g9e7,b0c2|b9a7
c3c4,b7c7,b2e2,g9e7,b0c2,g6g5|a0b0
c3c4,b7c7,b2e2,g9e7,b0c2,g6g5,a0b0|b9a7
h2e2,h9g7,h0g2,i9h9,i0h0,c6c5|g3g4
h2e2,h9g7,h0g2,i9h9,i0h0,c6c5,h0h4|b9c7
h2e2,h9g7,h0g2,i9h9,i0h0,c6c5,h0h4,b9c7|c3c4
h2e2,h9g7,h0g2,i9h9,i0h0,c6c5,h0h4,b9c7,c3c4|c5c4
h2e2,h9g7,h0g2,i9h9,i0h0,c6c5,h0h4,b9c7,c3c4,c5c4|h4c4
h2e2,h9g7,h0g2,i9h9,i0h0,c6c5,h0h4,b9c7,c3c4,c5c4,h4c4|g6g5
h2e2,h9g7,h0g2,i9h9,i0h0,g6g5,h0h6,b9c7,c3c4,b7b3|e3e4
h2e2,h9g7,h0g2,i9h9,i0h0,g6g5,h0h6,b9c7,c3c4,b7b3,e3e4|c9e7
h2e2,h9g7,h0g2,g6g5,i0h0,i9h9|h0h6
h2e2,h9g7,h0g2,g6g5,i0h0,i9h9,h0h6|b9c7
h2e2,h9g7,h0g2,g6g5,i0h0,i9h9,h0h6,b9c7|c3c4
h2e2,h9g7,h0g2,g6g5,i0h0,i9h9,h0h6,b9c7,c3c4|h7i7
h2e2,h9g7,h0g2,g6g5,i0h0,i9h9,h0h6,b9c7,c3c4,h7i7|h6g6
h2e2,h9g7,h0g2,g6g5,i0h0,i9h9,h0h6,b9c7,c3c4,h7i7,h6g6|i7i8
h2e2,h9g7,h0g2,b9c7,c3c4|g6g5
h2e2,h9g7,h0g2,b9c7,c3c4,g6g5|b0c2
h2e2,h9g7,h0g2,b9c7,c3c4,g6g5,b0c2|i9h9
h2e2,h9g7,h0g2,b9c7,c3c4,g6g5,b0c2,i9h9|i0i1
h2e2,h9g7,h0g2,b9c7,c3c4,g6g5,b0c2,i9h9,b2b4|g7h5
h2e2,h9g7,h0g2,b9c7,c3c4,g6g5,b0c2,i9h9,b2b4,g9e7|i0h0
h2e2,h9g7,h0g2,b9c7,c3c4,g6g5,b0c2,i9h9,b2b4,g9e7,i0h0|h7h5
h2e2,h9g7,h0g2,i9h9,c3c4,g6g5,b0c2,b9c7,b2b4,g9e7|i0h0
h2e2,h9g7,h0g2,i9h9,c3c4,g6g5,b0c2,b9c7,b2b4,g9e7,i0h0|a9a8
h2e2,b9c7,h0g2,h7f7,g3g4,c6c5,i0h0|h9g7
h2e2,b9c7,h0g2,h7f7,g3g4,c6c5,i0h0,h9g7|b0a2
h2e2,b9c7,h0g2,h7f7,g3g4,c6c5,i0h0,h9g7,b0a2|g9e7
h2e2,b9c7,h0g2,h7f7,g3g4,c6c5,i0h0,h9g7,b0a2,c9e7|b2c2
h2e2,b9c7,h0g2,h7f7,g3g4,c6c5,i0h0,h9g7,b0a2,c9e7,b2c2|a9b9
c3c4,b7c7,h2e2,c9e7,b0a2,i9i8|h0g2
c3c4,b7c7,h2e2,c9e7,b0a2,i9i8,a0b0|i8d8
c3c4,b7c7,h2e2,c9e7,b0a2,i9i8,a0b0,i8d8|h0g2
c3c4,b7c7,h2e2,c9e7,b0a2,i9i8,a0b0,i8d8,h0g2|d9e8
c3c4,b7c7,h2e2,c9e7,b0a2,i9i8,a0b0,i8d8,h0g2,d9e8|i0h0
c3c4,b7c7,h2e2,c9e7,b0a2,i9i8,a0b0,i8d8,h0g2,d9e8,d0e1|d8d5
h2e2,h9g7,h0g2,i9h9,c3c4,h7i7,g3g4|h9h5
h2e2,h9g7,h0g2,i9h9,c3c4,h7i7,g3g4,c6c5|c4c5
h2e2,h9g7,h0g2,i9h9,c3c4,h7i7,g3g4,c6c5,c4c5|h9h5
h2e2,h9g7,h0g2,i9h9,c3c4,h7i7,g3g4,c6c5,c4c5,h9h5|c5c6
h2e2,h9g7,h0g2,i9h9,c3c4,h7i7,g3g4,c6c5,c4c5,h9h5,c5c6|h5c5
c3c4,b7c7,h2e2,c9e7,b0a2,i9i8,h0g2|i8d8
c3c4,b7c7,h2e2,c9e7,b0a2,i9i8,h0g2,i8d8|a0b0
c3c4,b7c7,h2e2,c9e7,b0a2,i9i8,h0g2,i8d8,a0b0|d9e8
c3c4,b7c7,h2e2,c9e7,b0a2,i9i8,h0g2,i8d8,a0b0,d9e8|i0h0
c3c4,b7c7,h2e2,c9e7,b0a2,i9i8,h0g2,i8d8,a0b0,d9e8,i0h0|d8d5
c3c4,c9e7,h2e2,i9i8|h0g2
c3c4,c9e7,h2e2,i9i8,h0g2|i8d8
c3c4,c9e7,h2e2,i9i8,h0g2,i8d8|i0h0
c3c4,c9e7,h2e2,i9i8,h0g2,i8d8,i0h0|d8d2
c3c4,c9e7,h2e2,i9i8,h0g2,i8d8,i0h0,d8d2|b2c2
c3c4,c9e7,h2e2,i9i8,h0g2,i8d8,i0h0,d8d2,b2c2|b9d8
h2e2,h9g7,h0g2,i9h9,c3c4,g6g5,b0c2,h7i7|i0i1
h2e2,h9g7,h0g2,i9h9,c3c4,g6g5,b0c2,h7i7,b2b4|c9e7
h2e2,h9g7,h0g2,i9h9,g3g4,c6c5,i0h0,b9c7,b0a2,a6a5,a0a1|a5a4
h2e2,h9g7,g3g4|i9h9
h2e2,h9g7,g3g4,i9h9|h0g2
h2e2,h9g7,g3g4,i9h9,h0g2|h7i7
h2e2,h9g7,g3g4,i9h9,h0g2,h7i7|b0c2
h2e2,h9g7,g3g4,i9h9,h0g2,h7i7,b0c2|c6c5
h2e2,h9g7,g3g4,i9h9,h0g2,h7i7,b0c2,c6c5|b2b6
h2e2,h9g7,g3g4,i9h9,h0g2,h7i7,b0c2,c6c5,b2b6|b9c7
h2e2,h9g7,g3g4,i9h9,h0g2,h7i7,b0c2,c6c5,b2b6,b9c7|b6c6
h2e2,h9g7,h0g2,i9h9,i0h0,b9c7,b2d2|a9b9
h2e2,h9g7,h0g2,i9h9,i0h0,b9c7,b2d2,a9b9|b0c2
h2e2,h9g7,h0g2,i9h9,i0h0,b9c7,b2d2,a9b9,b0c2|b7a7
b0c2,c6c5,g3g4|b9c7
b0c2,c6c5,g3g4,b9c7|h0g2
b0c2,c6c5,g3g4,b9c7,h0g2|a9a8
b0c2,c6c5,g3g4,b9c7,h0g2,h9i7|i0i1
b0c2,c6c5,g3g4,b9c7,h0g2,h9i7,i3i4|c9e7
b0c2,c6c5,g3g4,b9c7,h0g2,h9i7,i3i4,h7f7|i0h0
c3c4,h7e7|h0g2
c3c4,h7e7,h0g2|h9g7
c3c4,h7e7,h0g2,h9g7|i0h0
c3c4,h7e7,h0g2,h9g7,i0h0|i9h9
c3c4,h7e7,h0g2,h9g7,i0h0,g6g5|b0c2
c3c4,h7e7,h0g2,h9g7,i0h0,g6g5,b0c2|b9a7
c3c4,h7e7,h0g2,h9g7,i0h0,g6g5,b0c2,b7b3|g0e2
c3c4,h7e7,h0g2,h9g7,i0h0,g6g5,b0c2,b7b3,g0e2|i9h9
c3c4,h7e7,h0g2,h9g7,i0h0,g6g5,b0c2,b7b3,g0e2,i9h9|c2b4
h2e2,h9g7,h0g2,i9h9,i0h0,b9c7,c3c4,g6g5,h0h6,d9e8|b0c2
h2e2,h9g7,h0g2,i9h9,i0h0,b9c7,c3c4,g6g5,h0h6,d9e8,b2c2|g7f5
c3c4,g6g5,h2g2,b7e7,g3g4,b9c7|g4g5
c3c4,g6g5,h2g2,b7e7,g3g4,b9c7,g4g5|h9i7
c3c4,g6g5,h2g2,b7e7,g3g4,b9c7,g4g5,h9i7|c0e2
c3c4,g6g5,h2g2,b7e7,g3g4,b9c7,g4g5,h9i7,c0e2|a9b9
c3c4,g6g5,h2g2,b7e7,g3g4,b9c7,g4g5,h9i7,c0e2,a9b9|h0i2
c3c4,g6g5,h2g2,b7e7,g3g4,b9c7,g4g5,h9i7,c0e2,a9b9,h0i2|e7e3
c3c4,b7c7,h2e2,h7e7,h0g2,b9a7|b2d2
c3c4,b7c7,h2e2,h7e7,h0g2,b9a7,b0c2|a9b9
c3c4,b7c7,h2e2,h7e7,h0g2,b9a7,b0c2,c6c5|c2d4
c3c4,b7c7,h2e2,h7e7,h0g2,b9a7,b0c2,c6c5,c2d4|c5c4
c3c4,b7c7,h2e2,h7e7,h0g2,b9a7,b0c2,c6c5,c2d4,c5c4|d4e6
c3c4,b7c7,h2e2,h7e7,h0g2,b9a7,b0c2,c6c5,c2d4,c5c4,d4e6|a9b9
h2e2,h9g7,h0g2,i9h9,i0h0,h7h3,g3g4,b7e7,b2b7|b9c7
h2e2,h9g7,h0g2,i9h9,i0h0,h7h3,g3g4,b7e7,b2b7,b9c7|b7e7
h2e2,h9g7,h0g2,i9h9,i0h0,h7h3,g3g4,b7e7,b2b7,b9c7,b7e7|g9e7
h2e2,h9g7,h0g2,g6g5,c3c4,b9c7,b0c2,c9e7|i0h0
h2e2,h9g7,h0g2,g6g5,c3c4,b9c7,b0c2,c9e7,i0h0|i9h9
h2e2,h9g7,h0g2,g6g5,c3c4,b9c7,b0c2,c9e7,i0h0,i9h9|b2b4
h2e2,h9g7,h0g2,g6g5,c3c4,b9c7,b0c2,c9e7,i0h0,i9h9,b2a2|b7b3
c3c4,h9g7,b0c2|g6g5
c3c4,h9g7,b0c2,g6g5|a0a1
c3c4,h9g7,b0c2,g6g5,h2e2|i9h9
c3c4,h9g7,b0c2,g6g5,h2e2,b9c7|h0g2
c3c4,h9g7,b0c2,g6g5,h2e2,b9c7,h0g2|i9h9
c3c4,h9g7,b0c2,g6g5,h2e2,b9c7,h0g2,i9h9|i0i1
c3c4,h9g7,b0c2,g6g5,h2e2,b9c7,h0g2,i9h9,i0i1|c9e7
c3c4,h9g7,b0c2,g6g5,h2e2,b9c7,h0g2,i9h9,i0i1,c9e7|i1f1
c3c4,h9g7,b0c2,g6g5,h2e2,b9c7,h0g2,i9h9,i0i1,c9e7,i1f1|d9e8
c3c4,b7c7,h2e2,c9e7,e2e6,d9e8,c0e2,b9d8,e6e5,g6g5|i0i1
c3c4,b7c7,h2e2,c9e7,e2e6,d9e8,c0e2,b9d8,e6e5,g6g5,b0d1|i6i5
h2e2,h9g7,h0g2,b9c7,c3c4,g6g5,b0c2,c9e7|i0h0
h2e2,h9g7,h0g2,b9c7,c3c4,g6g5,b0c2,c9e7,i0h0|i9h9
h2e2,h9g7,h0g2,b9c7,c3c4,g6g5,b0c2,c9e7,i0h0,i9h9|b2b4
h2e2,h9g7,h0g2,b9c7,c3c4,g6g5,b0c2,c9e7,i0h0,i9h9,h0h6|g7f5
h2e2,h7e7,h0g2,h9g7,i0h0,g6g5,c3c4|b7b3
h2e2,h7e7,h0g2,h9g7,i0h0,g6g5,c3c4,b7b3|b0c2
h2e2,h7e7,h0g2,h9g7,g3g4|i9h9
h2e2,h7e7,h0g2,h9g7,g3g4,i9h9|b0c2
h2e2,h7e7,h0g2,h9g7,g3g4,i9h9,b0c2|b9c7
h2e2,h7e7,h0g2,h9g7,g3g4,i9h9,b0c2,c6c5|b2b6
h2e2,h7e7,h0g2,h9g7,g3g4,i9h9,b0c2,c6c5,b2b6|b9c7
h2e2,h7e7,h0g2,h9g7,g3g4,i9h9,b0c2,c6c5,b2b6,b9c7|i0i1
h2e2,h7e7,h0g2,h9g7,g3g4,i9h9,b0c2,c6c5,b2b6,b9c7,b6c6|a9b9
h2e2,h9g7,h0g2,i9h9,i0h0,b9c7,b0a2,g6g5,h0h6|g7f5
h2e2,h9g7,h0g2,i9h9,i0h0,b9c7,b0a2,g6g5,h0h6,g7f5|a0a1
h2e2,h9g7,h0g2,i9h9,i0h0,b9c7,b0a2,g6g5,h0h6,g7f5,h6h4|b7b8
h2e2,h9g7,h0g2,i9h9,c3c4,g6g5,b0c2,b9c7,i0i1|c9e7
h2e2,h9g7,h0g2,i9h9,c3c4,g6g5,b0c2,b9c7,i0i1,b7b3|e3e4
h2e2,h9g7,h0g2,i9h9,c3c4,g6g5,b0c2,b9c7,i0i1,b7b3,e3e4|c9e7
h2e2,h9g7,h0g2,i9h9,i0h0,b9c7,b0a2,c6c5|h0h4
h2e2,h9g7,h0g2,i9h9,i0h0,b9c7,b0a2,c6c5,h0h4|c9e7
h2e2,h9g7,h0g2,i9h9,i0h0,b9c7,b0a2,c6c5,h0h4,h7i7|h4h9
h2e2,h9g7,h0g2,i9h9,i0h0,b9c7,b0a2,c6c5,h0h4,h7i7,h4h9|g7h9
h2e2,h9g7,h0g2,i9h9,i0h0,h7h3,g3g4,b7e7,b0a2,b9c7,a0b0|c6c5
c3c4,h9g7,h2e2|i9h9
c3c4,h9g7,h2e2,i9h9|h0g2
c3c4,h9g7,h2e2,i9h9,h0g2|h7i7
c3c4,h9g7,h2e2,i9h9,h0g2,g6g5|b0c2
c3c4,h9g7,h2e2,i9h9,h0g2,g6g5,b0c2|b9c7
c3c4,h9g7,h2e2,i9h9,h0g2,g6g5,b0c2,b9c7|b2b4
b0c2,g6g5|c3c4
b0c2,g6g5,b2a2|b9c7
b0c2,g6g5,b2a2,b9c7|a0b0
b0c2,g6g5,b2a2,b9c7,a0b0|a9b9
b0c2,g6g5,b2a2,b9c7,a0b0,a9b9|c3c4
b0c2,g6g5,b2a2,b9c7,a0b0,a9b9,c3c4|h9g7
h2e2,h9g7,h0g2,i9h9,i0h0,b9c7,g3g4,c6c5,b2b6|g9e7
